1,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,11,,,,,,2,
,,,,12,6,,,,,11,11,,,,,1,2,
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,12,12,12,6,,,11,11,11,11,,,5,3,1,2,10
,12,12,12,12,6,,11,11,11,11,11,,5,4,3,1,2,10
12,12,12,12,12,6,11,11,11,11,11,11,7,4,5,3,1,2,10
,12,12,12,12,6,,11,11,11,11,11,,5,4,3,1,2,10
,,12,12,12,6,,,11,11,11,11,,,5,3,1,2,10
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,,12,12,6,,,,11,11,11,,,,3,1,2,
,,,,12,6,,,,,11,11,,,,,1,2,
,,,,,6,,,,,,11,,,,,,2,
