1,,,,,,,,,,,,,,,
,,12,3,1,6,,,,,,,,11,11,11
,12,12,3,1,6,2,,,,,,10,11,11,11
13,12,12,3,1,6,2,2,,,,7,6,11,11,11
13,12,12,3,1,6,2,2,4,4,4,6,6,11,11,11
13,12,12,3,1,6,2,2,5,5,5,6,6,11,11,11
13,12,12,3,1,6,2,2,,,,,10,11,11,11
,12,12,3,1,6,2,,,,,,,11,11,11
,,12,3,1,6,,,,,,,,11,11,11
,,12,3,1,6,,,,,,,,11,11,11
,12,12,3,1,6,2,,,,,,10,11,11,11
13,12,12,3,1,6,2,2,,,,7,6,11,11,11
13,12,12,3,1,6,2,2,5,5,5,6,6,11,11,11
13,12,12,3,1,6,2,2,4,4,4,6,6,11,11,11
13,12,12,3,1,6,2,2,,,,,10,11,11,11
,12,12,3,1,6,2,,,,,,,11,11,11
,,12,3,1,6,,,,,,,,11,11,11
