1,,,,,,,,,,,,,,,,
3,3,6,,,,,,1,1,,,,,,,4
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,1,1,1,1,1,1,1,1,2,2,2,2,2,5
3,3,6,1,1,1,1,1,1,1,1,2,2,2,2,2,5
3,3,6,1,1,1,1,1,1,1,1,2,2,2,2,2,5
3,3,6,1,1,1,1,1,1,1,1,2,2,2,2,2,5
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,1,1,1,1,1,1,1,1,2,2,2,2,2,4
3,3,6,1,1,1,1,1,1,1,1,2,2,2,2,2,4
3,3,6,1,1,1,1,1,1,1,1,2,2,2,2,2,4
3,3,6,1,1,1,1,1,1,1,1,2,2,2,2,2,4
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,,,,,,1,1,,,,,,,2
3,3,6,,,,,,1,1,,,,,,,5
