1,,,,,,,,,,,,,,,,,,
,,,,,1,3,,,,,3,1,,,,,2,4
,,,,3,1,3,,,,3,6,1,,,,2,2,4
,,,3,3,1,3,,,3,6,6,1,,,6,2,2,4
,,,3,3,1,3,,,3,6,6,1,,6,6,2,2,4
,,,3,3,1,3,,,3,6,6,1,1,6,6,2,2,4
,,,3,3,1,3,,,3,6,6,1,1,6,6,2,2,5
,,,3,3,1,3,1,1,3,6,6,1,1,6,6,2,2,5
,,1,3,3,1,3,1,1,3,6,6,1,1,6,6,2,2,5
,1,1,3,3,1,3,1,1,3,6,6,1,1,6,6,2,2,2
1,1,1,3,3,1,3,1,1,3,6,6,1,1,6,6,2,2,2
,1,1,3,3,1,3,1,1,3,6,6,1,1,6,6,2,2,2
,,1,3,3,1,3,1,1,3,6,6,1,1,6,6,2,2,4
,,,3,3,1,3,1,1,3,6,6,1,1,6,6,2,2,4
,,,3,3,1,3,,,3,6,6,1,1,6,6,2,2,4
,,,3,3,1,3,,,3,6,6,1,1,6,6,2,2,5
,,,3,3,1,3,,,3,6,6,1,,6,6,2,2,5
,,,3,3,1,3,,,3,6,6,1,,,6,2,2,5
,,,,3,1,3,,,,3,6,1,,,,2,2,5
,,,,,1,3,,,,,3,1,,,,,2,5
