1,,,,,,,,,,,,,,,,,
49,47,47,47,47,47,,,,,,,,,,,25,25
49,47,47,47,47,47,10,,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,10,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,10,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,10,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,33,33,33,33,33,24,24,24,24,24,25,25
49,47,47,47,47,47,33,33,33,33,33,24,24,24,24,24,25,25
49,47,47,47,47,47,33,33,33,33,33,24,24,24,24,24,25,25
49,47,47,47,47,47,33,33,33,33,33,24,24,24,24,24,25,25
49,47,47,47,47,47,10,10,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,10,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,10,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,10,,34,34,34,34,34,,,,25,25
49,47,47,47,47,47,,,,,,,,,,,25,25
