1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6,,,,,,,,,,
,,,,,,,,6,6,11,11,11,11,11,11,11,11,11,11
,,,,,,,6,6,6,11,11,11,11,11,11,11,11,11,11
,,,,,,6,6,6,6,42,42,42,42,42,42,42,42,42,42
,,,,,6,6,6,6,6,42,42,42,42,42,42,42,42,42,42
47,47,47,47,47,47,47,47,47,47,48,48,12,12,12,12,12,12,12,12
48,48,48,48,48,48,48,48,48,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,12,12,6,6,6,6,6,6
48,48,48,48,48,48,48,48,48,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,6,6,6,6,6,6,6,6
48,48,48,48,48,48,48,48,48,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,47,47,12,12,6,6,6,6,6,6
48,48,48,48,48,48,48,48,48,47,47,47,47,47,47,47,47,47,47,47
47,47,47,47,47,47,47,47,47,47,48,48,12,12,12,12,12,12,12,12
,,,,,6,6,6,6,6,42,42,42,42,42,42,42,42,42,42
,,,,,,6,6,6,6,42,42,42,42,42,42,42,42,42,42
,,,,,,,6,6,6,11,11,11,11,11,11,11,11,11,11
,,,,,,,,6,6,11,11,11,11,11,11,11,11,11,11
,,,,,,,,,6,,,,,,,,,,
