1,,,,,,,,,,,,,,,,,,,
6,6,6,6,6,,,,,1,1,1,1,,,11,11,11,11,
6,6,6,4,4,,,,,,1,6,1,,,11,11,11,11,
6,6,6,4,4,3,3,1,,,,1,6,1,,11,11,11,11,
6,6,6,4,4,,3,3,1,,,1,6,1,,11,11,11,11,
6,6,6,6,6,,,3,3,1,1,1,6,1,,11,11,11,11,
,,,,3,3,3,3,3,3,3,3,6,1,,,11,11,11,
,,,3,3,3,3,3,3,3,3,3,6,5,1,,,,,
,,3,3,2,2,2,2,2,2,2,2,4,5,1,,,,,7
,3,3,6,2,2,2,2,2,2,2,2,4,5,1,5,5,5,,7
3,3,6,2,2,2,2,2,2,2,2,2,5,5,1,1,1,1,1,
,3,3,6,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,
,,3,3,2,2,2,2,2,2,2,2,5,5,1,5,5,5,,7
,,,3,3,2,2,2,2,2,2,2,4,5,1,,,,,7
,,,,3,3,6,6,6,6,6,6,6,5,1,,,,,
,,,,,3,3,3,3,3,3,3,6,1,,,,11,11,
6,6,6,6,6,,,3,3,1,1,1,6,1,,11,11,11,11,
6,6,6,4,4,,3,3,1,,,1,6,1,,11,11,11,11,
6,6,6,4,4,3,3,1,,,,1,6,1,,11,11,11,11,
6,6,6,4,4,,,,,,1,6,6,1,,11,11,11,11,
6,6,6,6,6,,,,,1,1,1,1,,,11,11,11,11,
