1,,,,,,,,,,,,,,,,,,
,,,,3,3,,,,,,,,,2,3,1,1,3
,,,3,3,3,6,,,,,,,2,2,3,1,1,3
,,3,3,3,6,6,6,,,,,2,2,2,3,1,1,3
,3,3,3,6,6,6,6,6,11,11,2,2,2,2,4,1,1,3
,,3,6,6,6,6,6,2,6,2,2,2,2,10,4,1,1,3
,,,3,6,6,6,6,2,2,6,2,2,2,2,4,1,1,3
,,,,3,6,6,6,2,2,1,6,2,2,2,11,1,1,3
,,,6,6,3,6,,1,2,1,11,6,2,2,5,1,1,3
,,6,6,1,1,3,,1,1,1,11,3,6,2,5,1,1,3
11,6,6,6,1,11,11,3,1,4,4,4,5,5,6,5,1,4,4
11,6,6,6,1,1,11,3,1,1,4,4,5,5,6,5,1,4,4
,,6,6,1,1,3,,1,1,1,11,3,6,2,5,1,1,3
,,,6,6,3,6,,1,2,1,11,6,2,2,5,1,1,3
,,,,3,6,6,6,2,2,1,6,2,2,2,11,1,1,3
,,,3,6,6,6,6,2,2,6,2,2,2,2,4,1,1,3
,,3,6,6,6,6,6,2,6,2,2,2,2,10,4,1,1,3
,3,3,3,6,6,6,6,6,11,11,2,2,2,2,4,1,1,3
,,3,3,3,6,6,6,,,,,2,2,2,3,1,1,3
,,,3,3,3,6,,,,,,,2,2,3,1,1,3
,,,,3,3,,,,,,,,,2,3,1,1,3
