1,,,,,,,,,,,,,,,,,,,
,,,11,,11,,,,,,,,,,,10,,,
,,,,11,,11,,,,,,,,,,,,,
,,,11,,11,,,,,,,,,10,,7,,,
,,,,11,,11,,,,,,,,,7,,,,
,,,10,,10,,,10,,,,10,,7,,,,,
,,,,,,,,,,,,,,7,,,,,
,10,,,,,,,,,10,,,11,,,11,,,11
,,,,,,,,,,,,11,,,,11,11,,
10,,,10,,,10,,10,,,,,,,,11,,11,
,,,,,,,,,,10,,7,,7,,11,,11,11
10,,,10,,,10,,10,,,,,,,,11,,11,
,,,,,,,,,,,,11,,,,11,11,,11
,10,,,,,,,,,10,,,11,,,11,,,
,,,,,,,,,,,,,,7,,,,,
,,,10,,10,,,10,,,,10,,7,,,,,
,,,,,,,,,,,,,,,7,,,,
,,,,11,,11,,,,,,,,10,,7,,,
,,,11,,11,,,,,,,,,,,,,,
,,,,11,,11,,,,,,,,,,10,,,
,,,11,,11,,,,,,,,,,,,,,
