1,,,,,,,,,,,,,,,,,
3,3,3,3,3,3,1,1,1,1,1,6,6,2,2,2,2,2
,,3,3,3,3,1,1,1,1,1,6,6,2,2,2,2,2
,,,3,3,3,1,1,,1,1,6,6,,2,2,2,2
,,,3,3,3,1,1,,1,1,6,6,,2,2,2,2
,,,3,3,3,1,1,,1,1,6,6,,2,2,2,2
,,,,3,3,3,1,1,,1,1,6,6,,4,4,4
,,,,,3,3,3,1,1,,1,1,6,6,,4,4
,,,,,,3,3,3,1,1,,1,1,6,6,,4
,,,3,3,3,,3,3,3,1,1,,1,6,6,2,2
,,,3,3,3,,3,3,3,1,1,,1,6,6,2,2
,,,3,3,3,,3,3,3,1,1,,1,6,6,2,2
,,,,,,3,3,3,1,1,,1,1,6,6,,5
,,,,,3,3,3,1,1,,1,1,6,6,,5,5
,,,,3,3,3,1,1,,1,1,6,6,,5,5,5
,,,3,3,3,1,1,,1,1,6,6,,2,2,2,2
,,,3,3,3,1,1,,1,1,6,6,,2,2,2,2
,,,3,3,3,1,1,,1,1,6,6,,2,2,2,2
,,3,3,3,3,1,1,1,1,1,6,6,2,2,2,2,2
3,3,3,3,3,3,1,1,1,1,1,6,6,2,2,2,2,2
