1,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,,,,,,,,6,6,6,,,,3,3
1,2,2,2,1,,,,,,,6,6,6,6,,,3,3,3
1,1,1,2,1,1,1,1,1,1,,,6,6,6,,3,3,3,3
,,1,2,1,2,4,,,1,,6,,,,3,3,3,3,3
,,1,2,1,2,4,4,,1,6,6,,,3,3,3,3,,3
,,1,2,1,2,4,4,4,1,,6,,3,3,3,3,,6,
,,1,2,1,2,,4,4,1,,,3,3,3,3,,6,6,
,,1,2,1,2,,,,1,,3,3,3,3,,6,6,6,
,,1,2,1,2,2,,,1,3,3,3,3,,6,6,6,6,
,,1,2,1,2,2,,,,,,,,6,6,6,6,6,6
,,1,2,1,2,2,,,,,,,,6,6,6,6,6,6
,,1,2,1,2,,,,1,3,3,3,3,,6,6,6,6,
,,1,2,1,2,,,,1,,3,3,3,3,,6,6,6,
,,1,2,1,2,,5,5,1,,,3,3,3,3,,6,6,
,,1,2,1,2,5,5,5,1,,6,,3,3,3,3,,6,
,,1,2,1,2,5,5,,1,6,6,,,3,3,3,3,,3
,,1,2,1,2,5,,,1,,6,,,,3,3,3,3,3
1,1,1,2,1,1,1,1,1,1,,,6,6,6,,3,3,3,3
1,2,2,2,1,,,,,,,6,6,6,6,,,3,3,3
1,1,1,1,1,,,,,,,,6,6,6,,,,3,3
