1,,,,,,,,,,,,,,,,,,,
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
,1,11,1,11,1,11,1,11,1,11,11,11,1,11,11,11,1,11,1

,,3,3,3,10,,,10,3,3,3,,6,6,10,,,,
,6,3,3,5,5,5,,,,3,3,,10,6,6,,,6,11
,,3,10,5,5,5,4,,,10,3,,,,,,,6,6
3,3,3,5,2,4,10,4,2,6,4,3,3,3,3,10,,6,4,
10,3,3,5,2,4,2,10,2,6,10,3,3,3,3,,6,6,4,
3,3,3,5,2,10,2,4,2,6,11,3,3,3,3,,6,6,4,
,3,3,5,2,4,10,4,2,6,4,3,3,3,3,10,,6,4,
,,3,10,5,5,4,4,,,10,3,,,,,,,6,6
,6,3,3,5,5,5,,,,3,3,,10,6,6,,,6,11
,,3,3,3,10,,,10,3,3,3,,6,6,10,,,,

,6,6,11,6,11,6,11,6,11,6,11,6,11,6,11,6,11,6,11
1,2,1,6,11,6,11,6,11,6,11,6,11,6,11,6,11,6,11,6
,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
