1,,,,,,,,,,,,,,,,,,,
,,3,,,,,,6,,2,2,2,,,3,,,,
,3,3,3,,,,2,3,6,,2,2,,3,3,3,,,
,3,3,3,3,,2,2,3,6,6,,2,,3,3,3,3,3,
3,3,3,3,3,,,2,3,4,6,6,,,3,3,3,3,3,
,3,3,3,,,,,3,6,6,6,6,,3,3,3,,,
1,,3,,,,,2,3,6,2,2,2,2,,3,,,,
1,1,,,,,2,2,3,4,2,2,2,2,6,,,,,
1,1,1,,,,,2,3,6,2,2,2,2,5,6,,6,,
1,1,1,1,1,3,3,3,3,6,2,2,2,2,6,6,6,6,6,
1,1,1,1,1,5,3,6,5,4,2,2,2,2,6,5,6,6,6,6
,1,1,1,3,3,3,3,3,6,2,2,2,2,6,6,6,6,6,
,,,,,,,2,3,6,2,2,2,2,5,6,,6,,
,,,,,,2,2,3,4,2,2,2,2,6,,,,,
,,3,,,,,2,3,6,2,2,2,2,,3,,,,
,3,3,3,,,,,3,6,6,6,6,,3,3,3,,,
,3,3,3,3,,,2,3,4,6,6,,,3,3,3,3,3,
3,3,3,3,3,,2,2,3,6,6,,2,,3,3,3,3,3,
,3,3,3,,,,2,6,6,,2,2,,3,3,3,,,
,,3,,,,,,6,,2,2,2,,,3,,,,
