1,,,,,,,,,,,,,,,,,,,
6,6,6,,,6,6,1,1,1,1,6,6,6,,11,11,11,11,11
6,6,6,6,,,6,1,1,1,1,6,,,,,,11,11,
6,6,1,3,3,3,6,1,1,1,1,6,2,2,2,2,4,,,11
,6,1,3,3,3,6,1,1,1,1,6,2,2,2,2,4,4,4,
,,1,3,3,3,6,6,6,6,6,6,2,2,2,2,5,4,,4
,,1,3,3,3,,,,,,,2,2,2,2,4,,11,
6,6,,,,6,3,3,2,2,2,2,11,,,,11,11,,11
6,6,,,6,3,3,3,3,2,2,2,11,11,11,,,,11,
1,1,3,3,3,6,3,3,3,2,2,2,11,,11,5,5,5,,5
1,1,1,3,6,3,3,3,3,3,2,2,2,,,5,5,5,7,
1,1,1,3,3,6,3,3,3,2,2,2,11,,11,5,5,5,,7
1,1,3,3,6,3,3,3,3,2,2,2,11,11,11,5,5,5,5,
6,6,,,,6,3,3,2,2,2,2,11,,,,,,,11
6,6,1,3,3,3,,,,,,,2,2,2,2,4,,11,
,,1,3,3,3,,,,,,,2,2,2,2,4,4,,4
,6,1,3,3,3,6,6,6,6,6,6,2,2,2,2,4,4,4,
,6,1,3,3,3,6,1,1,1,1,6,2,2,2,2,4,,,11
6,6,6,6,,,6,1,1,1,1,6,,,,,11,11,11,
6,6,,,,,6,1,1,1,1,6,,,,,,,,11
6,6,6,,,6,6,1,1,1,1,6,6,6,,11,11,11,11,
