1,,,,,,,,,,,,,,
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
49,49,49,49,3,4,4,4,4,47,47,12,12,11,11
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
3,3,3,3,3,3,3,3,12,47,47,12,,11,11
