1,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1
6,1,3,3,3,3,3,3,3,3,3,,,,,,,,1,4
6,6,1,3,3,3,,,,,11,11,11,,,,,1,4,4
6,6,6,1,,,,,,11,11,11,11,,,,1,2,4,5
6,6,6,6,1,,11,11,,11,5,7,11,11,,1,2,2,4,5
,6,6,6,6,1,,,,11,5,11,11,,1,2,2,2,4,5
,,6,6,6,6,1,,,,11,11,11,1,2,2,2,2,4,5
,,,6,6,6,6,1,,,,,1,2,2,2,2,2,4,5
,,,,6,6,6,6,1,,,1,2,2,2,2,2,2,4,7
10,10,,,,6,6,6,6,1,1,2,2,2,2,2,2,2,4,7
10,10,,,,6,6,6,6,1,1,2,2,2,2,2,2,2,4,7
,,,,6,6,6,6,1,,,1,2,2,2,2,2,2,4,7
,,,6,6,6,6,1,,,,,1,2,2,2,2,2,4,5
,,6,6,6,6,1,,,,11,11,11,1,2,2,2,2,4,5
,6,6,6,6,1,,,,11,5,11,11,,1,2,2,2,2,5
6,6,6,6,1,,11,11,,11,5,10,11,,,1,2,2,2,5
6,6,6,1,,,,,,11,11,11,11,,,,1,2,2,5
6,6,1,3,3,3,,,,,11,11,11,,,,,1,2,5
6,1,3,3,3,3,3,3,3,3,3,,,,,,,,1,4
1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1
