1,,,,,,,,,,,,,,
13,13,13,13,4,4,4,4,2,2,2,2,11,25,
13,13,13,13,4,4,4,4,2,2,2,2,11,25,
13,13,13,13,4,4,4,4,2,2,2,2,11,25,
13,13,13,13,4,4,4,4,2,2,2,2,11,25,
13,13,13,13,4,4,4,4,2,2,2,2,11,25,
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
1,1,1,1,1,1,1,1,2,2,2,2,7,25,25
13,13,13,13,5,5,5,5,2,2,2,2,11,25,
13,13,13,13,5,5,5,5,2,2,2,2,11,25,
13,13,13,13,5,5,5,5,2,2,2,2,11,25,
13,13,13,13,5,5,5,5,2,2,2,2,11,25,
13,13,13,13,5,5,5,5,2,2,2,2,11,25,
