1,,,,,,,,,,,,,,,,,
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
47,47,47,47,47,46,44,44,24,24,11,11,11,11,7,7,9,9
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
46,47,47,47,47,34,34,34,34,34,34,,,,,,,
