1,,,,,,,,,,,,,,,
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,4,4,3,3,33,33,47,47,47,47,47,1,1,11,11
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
43,9,9,,,12,,47,47,47,47,47,1,1,11,11
