1,,,,,,,,,,,,,,,,,,,
3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,,,,
3,3,3,3,3,3,3,6,6,6,6,6,2,2,2,2,,,,
3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,,,,

,,,,,3,3,1,1,1,1,1,2,2,2,2,2,2,4,4
,,,,,3,3,6,6,6,6,6,2,2,2,2,2,2,4,4
,,,,,3,3,1,1,1,1,1,2,2,2,2,2,2,4,4

3,3,3,3,3,3,3,6,6,6,6,6,,,6,6,2,2,2,2
3,3,3,3,3,3,3,6,6,6,6,6,,,6,6,2,2,2,2
3,3,3,3,3,3,3,6,6,6,6,6,,,6,6,2,2,2,2

,,,,,3,3,1,1,1,1,1,2,2,2,2,2,2,5,5
,,,,,3,3,6,6,6,6,6,2,2,2,2,2,2,5,5
,,,,,3,3,1,1,1,1,1,2,2,2,2,2,2,5,5

3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,,,,
3,3,3,3,3,3,3,6,6,6,6,6,2,2,2,2,,,,
3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,,,,
