1,,,,,,,,,,,,,,,,,,
,,,3,,,,,6,,,,,,,,,,
,,,3,3,,,,6,6,,,1,1,1,1,1,,
,,,,3,3,,,,6,6,,,1,1,1,1,1,
,,,,3,3,,,,6,6,,,,,,,,
1,,,,3,3,,,,6,6,,,,,,,,
1,1,,3,3,3,3,3,2,2,2,5,2,2,1,,,,
1,1,3,3,3,3,3,3,4,2,2,5,2,2,1,1,,,
,1,3,3,3,3,3,3,4,2,,,,2,1,1,1,,1
,1,3,3,3,3,3,3,2,,3,3,3,,2,1,1,1,1
,1,3,3,3,3,3,3,2,,3,3,3,,2,1,1,,
,1,3,3,3,3,3,3,2,,3,3,3,,2,1,1,1,1
,1,3,3,3,3,3,3,4,2,,,,2,1,1,1,,1
1,1,3,3,3,3,3,3,4,2,2,5,2,2,1,1,,,
1,1,,3,3,3,3,3,2,2,2,5,2,2,1,,,,
1,,,,3,3,,,,6,6,,,,,,,,
,,,,3,3,,,,6,6,,,,,,,,
,,,,3,3,,,,6,6,,,1,1,1,1,1,
,,,3,3,,,,6,6,,,1,1,1,1,1,,
,,,3,,,,,6,,,,,,,,,,
