1,,,,,,,,,,,,,,,,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,33,44,44,13,11,11,32,32,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,
47,47,47,47,47,34,34,34,34,24,25,13,11,,,,




,,,,,,,,,,,,,,,,
