1,,,,,,,,,,,,,,,,,,
,,,,,,,,,3,1,1,1,1,1,1,,,
,,,,,,,,3,1,1,1,5,,1,1,,,
,,,,,,,3,1,1,1,5,,1,1,1,,,
,,,,,,3,1,1,1,4,,2,1,1,1,,,
,,,,,3,1,1,1,4,,6,2,1,1,1,,,
,,,,3,1,1,,1,,6,6,2,1,1,1,,,
,,,3,1,1,1,,,2,6,6,2,1,1,1,,,
,,3,1,1,1,1,,,2,6,6,2,1,1,1,,,
,3,1,1,1,1,1,1,1,2,6,6,2,1,1,1,,,
3,1,1,1,1,1,1,1,1,2,6,6,2,1,1,1,,,
,3,1,1,1,1,1,1,1,2,6,6,2,1,1,1,,,
,,3,1,1,1,1,,,2,6,6,2,1,1,1,,,
,,,3,1,1,1,,,2,6,6,2,1,1,1,,,
,,,,3,1,1,,1,,6,6,2,1,1,1,,,
,,,,,3,1,1,1,4,,6,2,1,1,1,,,
,,,,,,3,1,1,1,4,,2,1,1,1,,,
,,,,,,,3,1,1,1,5,,1,1,1,,,
,,,,,,,,3,1,1,1,5,,1,1,,,
,,,,,,,,,3,1,1,1,1,1,1,,,
