1,,,,,,,,,,,,,,,
13,13,1,1,,,47,47,47,47,47,5,5,,25,25
13,13,1,1,,,47,47,47,47,47,5,5,,25,25
13,13,1,1,,,47,47,47,47,47,5,5,,25,25
13,13,1,1,,,47,47,47,47,47,5,5,,25,25
13,13,1,1,,,47,47,47,47,47,5,5,,25,25
13,13,1,1,2,2,47,47,47,47,47,5,5,7,25,25
13,13,1,1,2,2,47,47,47,47,47,5,5,7,25,25
13,13,1,1,2,2,47,47,47,47,47,5,5,7,25,25
13,13,1,1,2,2,47,47,47,47,47,5,5,7,25,25
13,13,1,1,2,2,47,47,47,47,47,5,5,7,25,25
13,13,3,3,2,2,47,47,47,47,47,44,44,7,25,25
13,13,3,3,2,2,47,47,47,47,47,44,44,7,25,25
13,13,3,3,2,2,47,47,47,47,47,44,44,7,25,25
13,13,3,3,2,2,47,47,47,47,47,44,44,7,25,25
13,13,3,3,2,2,47,47,47,47,47,44,44,7,25,25
13,13,3,3,,,47,47,47,47,47,44,44,,25,25
13,13,3,3,,,47,47,47,47,47,44,44,,25,25
13,13,3,3,,,47,47,47,47,47,44,44,,25,25
13,13,3,3,,,47,47,47,47,47,44,44,,25,25
13,13,3,3,,,47,47,47,47,47,44,44,,25,25
