1,,,,,,,,,,,,,,,,,,
,,,,6,6,6,6,6,6,6,6,,,,,,,11
,,,6,3,3,3,3,3,3,3,3,3,,,,,,11
,,6,3,1,2,6,6,6,6,6,6,10,3,,,,,11
,6,3,1,1,2,6,6,6,6,6,6,5,2,3,,,,11
6,3,1,1,1,2,6,6,6,6,6,6,5,2,3,,,,11
6,3,1,1,1,2,1,2,4,2,2,2,5,10,3,,,11,11
6,3,1,1,1,2,1,4,4,4,2,2,5,2,3,,3,11,11
6,3,1,1,1,2,1,1,4,2,2,2,5,4,3,,3,11,11
6,3,1,1,1,2,1,1,2,2,2,2,2,3,2,3,3,11,11
,6,3,1,1,2,1,1,2,2,2,4,2,3,3,2,11,,11
,6,3,1,1,2,1,1,2,2,2,4,10,3,2,,,,11
6,3,1,1,1,2,1,1,2,2,2,4,2,3,2,,,,11
6,3,1,1,1,2,1,1,4,2,2,2,5,4,3,,,,11
6,3,1,1,1,2,1,4,4,4,2,2,5,2,3,,,,11
6,3,1,1,1,2,1,2,4,2,2,2,5,10,3,,,,11
6,3,1,1,1,2,6,6,6,6,6,6,5,2,3,,,,11
,6,3,1,1,2,6,6,6,6,6,6,5,2,3,,,,11
,,6,3,1,2,6,6,6,6,6,6,10,3,,,,,11
,,,6,3,3,3,3,3,3,3,3,3,,,,,,11
,,,,6,6,6,6,6,6,6,6,,,,,,,11
