1,,,,,,,,,,,,,,
46,46,46,46,47,47,47,47,47,6,6,7,11,25,25
46,46,46,46,47,47,47,47,47,6,6,7,11,25,25
46,46,46,46,47,47,47,47,47,6,6,7,11,25,25
46,46,46,46,47,47,47,47,47,6,6,7,11,25,25
46,46,46,46,47,47,47,47,47,6,6,7,11,25,25
1,1,1,1,47,47,47,47,47,4,4,4,4,25,
1,1,1,1,47,47,47,47,47,4,4,4,4,25,
1,1,1,1,47,47,47,47,47,4,4,4,4,25,
1,1,1,1,47,47,47,47,47,4,4,4,4,25,
1,1,1,1,47,47,47,47,47,4,4,4,4,25,
3,3,3,3,47,47,47,47,47,4,4,4,4,25,
3,3,3,3,47,47,47,47,47,4,4,4,4,25,
3,3,3,3,47,47,47,47,47,4,4,4,4,25,
3,3,3,3,47,47,47,47,47,4,4,4,4,25,
3,3,3,3,47,47,47,47,47,4,4,4,4,25,
48,48,48,48,47,47,47,47,47,6,6,7,11,25,25
48,48,48,48,47,47,47,47,47,6,6,7,11,25,25
48,48,48,48,47,47,47,47,47,6,6,7,11,25,25
48,48,48,48,47,47,47,47,47,6,6,7,11,25,25
48,48,48,48,47,47,47,47,47,6,6,7,11,25,25
