1,,,,,,,,,,,,,,,,,,
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
26,34,34,34,34,34,24,24,46,46,47,47,47,47,47,47,47,47,26
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
,,,,,34,34,34,34,34,34,34,34,34,34,,,,
