1,,,,,,,,,,,,,,,,,,,
,,,11,11,,2,2,2,2,2,2,2,,,,,,,11
,,11,11,,3,6,6,6,6,6,6,6,2,,,1,1,,11
,11,11,,3,6,6,6,6,6,6,6,6,6,2,1,1,1,,11
11,11,,,3,6,2,2,3,3,3,4,4,6,5,1,1,,,11
11,,3,3,3,6,2,3,,10,5,3,4,6,5,5,2,2,2,11
11,,6,6,6,6,2,3,,,5,3,4,6,6,6,6,2,2,
,6,3,1,1,1,1,3,1,1,1,3,4,2,2,2,2,6,2,
,6,3,1,3,3,3,1,1,1,1,1,3,3,3,2,2,6,2,
1,6,3,3,,,1,1,1,4,1,1,10,,,3,2,6,2,
1,6,3,3,,,2,2,1,4,4,4,1,,10,3,2,6,2,
1,6,3,3,,,1,1,1,4,1,1,10,,,3,2,6,2,
,6,3,1,3,3,3,1,1,1,1,1,3,3,3,2,2,6,2,
,6,3,1,1,1,1,3,1,1,1,3,4,2,2,2,2,6,2,
11,,6,6,6,6,2,3,,,5,3,4,6,6,6,6,2,2,
11,,3,3,3,6,2,3,,10,5,3,4,6,5,5,2,2,2,11
11,11,,,3,6,2,2,3,3,3,4,4,6,5,1,1,,,11
,11,11,,3,6,6,6,6,6,6,6,6,6,2,1,1,1,,11
,,11,11,,3,6,6,6,6,6,6,6,2,,,1,1,,11
,,,11,11,,2,2,2,2,2,2,2,,,,,,,11
