1,,,,,,,,,,,,,,,,,,
25,34,34,49,43,47,47,47,47,,33,,33,,24,24,,,
25,34,34,49,43,47,47,47,47,,33,,33,,24,24,,,
25,34,34,49,43,47,47,47,47,,33,,33,,24,24,,,
25,34,34,49,43,47,47,47,47,,33,,33,,24,24,,,
25,34,34,49,43,47,47,47,47,,33,,33,,24,24,,,
34,34,34,49,43,47,47,47,47,7,7,7,7,11,11,11,,,
34,34,34,49,43,47,47,47,47,7,7,7,7,11,11,11,,,
34,34,34,49,43,47,47,47,47,7,7,7,7,11,11,11,,,
34,34,34,49,43,47,47,47,47,7,7,7,7,11,11,11,,,
34,34,34,49,43,47,47,47,47,7,7,7,7,11,11,11,,,
34,34,34,49,46,47,47,47,47,7,7,7,7,11,11,25,,,
34,34,34,49,46,47,47,47,47,7,7,7,7,11,11,25,,,
34,34,34,49,46,47,47,47,47,7,7,7,7,11,11,25,,,
34,34,34,49,46,47,47,47,47,7,7,7,7,11,11,25,,,
34,34,34,49,46,47,47,47,47,7,7,7,7,11,11,25,,,
25,34,34,49,46,47,47,47,47,,33,,33,,24,24,,,
25,34,34,49,46,47,47,47,47,,33,,33,,24,24,,,
25,34,34,49,46,47,47,47,47,,33,,33,,24,24,,,
25,34,34,49,46,47,47,47,47,,33,,33,,24,24,,,
25,34,34,49,46,47,47,47,47,,33,,33,,24,24,,,
