1,,,,,,,,,,,,,,,
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
47,49,46,2,2,2,2,1,5,5,5,5,7,7,11,25
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
,49,46,1,1,1,1,1,,,3,3,7,7,11,25
