1,,,,,,,,,,,,,,,,,,,
,,,,,,3,1,1,1,1,1,3,,,,,,,
,,,,,3,3,1,1,1,1,1,3,3,,,,,,
,,,,3,3,3,1,1,1,1,1,3,3,3,,,,,
,,,3,3,3,,,,1,1,,,3,3,3,,,,
,,3,3,3,,,6,6,6,6,6,,,3,3,3,,,
,3,3,3,,,6,6,6,6,6,6,6,,,3,3,3,,
1,1,,,,6,6,2,2,2,2,2,6,6,,,3,3,1,1
1,1,,,6,6,6,2,2,2,2,2,6,6,6,2,2,2,1,1
1,1,,,6,2,2,2,4,4,4,2,2,2,6,2,2,2,1,1
1,1,,,6,2,2,2,4,4,4,2,2,2,6,2,2,2,1,1
1,1,,2,6,2,2,,,4,,2,2,2,6,2,2,2,1,1
1,1,,,6,2,2,,,5,,2,2,2,6,2,2,2,1,1
1,1,,,6,2,2,2,5,5,5,2,2,2,6,2,2,2,1,1
3,3,,,6,6,6,2,5,5,5,2,6,6,6,2,2,2,3,3
,3,3,3,,6,6,6,2,2,2,2,6,6,,,3,3,3,
,,3,3,3,,6,6,6,6,6,6,6,,,3,3,3,,
,,,3,3,3,,,,1,1,,,,3,3,3,,,
,,,,3,3,3,1,1,1,1,1,,3,3,3,,,,
,,,,,3,3,1,1,1,1,1,3,3,3,,,,,
,,,,,,3,1,1,1,1,1,3,3,,,,,,
