1,,,,,,,,,,,,,,,,,,,
,1,1,1,1,,,,6,6,6,6,,,,,,1,1,
1,10,,10,,10,1,,6,6,6,6,,1,10,,10,,10,1
1,,2,2,2,,1,,6,6,6,6,,1,,2,2,2,,1
1,10,2,2,2,10,1,,11,11,11,11,,1,10,2,2,2,10,
1,,2,2,4,,1,,11,11,11,11,,1,,4,2,2,,
,,,,,4,1,2,,,11,11,,1,4,,,,,
,1,1,1,1,1,11,11,2,,,,,2,1,1,1,1,1,
,3,3,3,3,3,11,11,11,2,,,2,6,6,6,6,6,6,6
3,11,3,3,11,3,3,4,3,4,2,2,6,6,5,5,5,5,6,6
3,3,3,11,3,3,3,3,4,3,2,2,6,6,5,11,11,11,5,5
3,11,3,11,3,3,3,3,4,3,2,2,6,6,5,11,11,11,5,5
3,3,3,3,5,4,3,3,4,3,2,2,6,6,5,5,5,5,6,6
,3,11,11,11,3,3,4,3,2,,,2,6,6,6,6,6,6,6
,3,3,3,3,3,11,11,2,,,,,2,1,1,1,1,1,
,,,,,4,3,2,,,,11,,1,4,,,,,
3,,2,2,4,,3,,11,11,11,11,,1,,4,2,2,,1
3,10,2,2,2,10,3,,11,11,11,11,,1,10,2,2,2,10,1
3,,2,2,2,,3,,6,6,6,6,,1,,2,2,2,,1
3,10,,10,,10,3,,6,6,6,6,,1,10,,10,,10,1
,3,3,3,3,,,,6,6,6,6,,,,1,1,1,1,
