1,,,,,,,,,,,,,,,,,,,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
,,47,47,47,47,47,,,,46,46,47,47,47,47,33,42,42,42
48,48,48,48,48,48,48,48,48,48,46,46,47,47,47,47,33,42,42,42
47,47,47,47,47,47,47,47,47,47,46,46,47,47,47,47,33,42,42,42
25,25,25,25,25,25,25,25,25,25,46,46,47,47,47,47,33,42,42,42
25,25,25,25,25,25,25,25,25,25,46,46,47,47,47,47,33,42,42,42
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
25,25,25,25,25,25,25,25,25,25,46,49,47,47,47,47,33,42,42,42
25,25,25,25,25,25,25,25,25,25,46,49,47,47,47,47,33,42,42,42
47,47,47,47,47,47,47,47,47,47,46,49,47,47,47,47,33,42,42,42
48,48,48,48,48,48,48,48,48,48,46,49,47,47,47,47,33,42,42,42
,,47,47,47,47,47,,,,46,49,47,47,47,47,33,42,42,42
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
