1,,,,,,,,,,,,,,,,,,,
,1,1,1,1,6,6,6,6,,3,3,3,3,,,2,2,4,
1,2,2,1,1,6,2,2,6,3,3,2,2,3,10,2,2,2,4,
,1,1,1,1,6,6,6,6,,3,3,3,3,,11,11,11,11,11
,,,,,,,,,12,,,,,10,2,2,2,4,
,1,1,1,1,6,6,6,6,,3,3,3,3,,,2,2,4,
1,2,2,1,1,6,2,2,6,3,3,2,2,3,10,11,11,11,11,11
,1,1,1,1,6,6,6,6,,3,3,3,3,,11,11,11,11,11
,,,,,,,,,12,,,,,10,4,4,4,,11
,1,1,1,1,6,6,6,6,,3,3,3,3,,,,,,11
1,2,2,1,1,6,2,2,6,3,3,2,2,3,10,4,,,,11
,1,1,1,1,6,6,6,6,,3,3,3,3,,,,,,11
,,,,12,,,,,12,,,,,10,4,4,4,,11
,1,1,1,1,6,6,6,6,,3,3,3,3,,11,11,11,11,11
1,2,2,1,1,6,2,2,6,3,3,2,2,3,10,11,11,11,11,11
,1,1,1,1,6,6,6,6,,3,3,3,3,,,2,2,4,
,,,,,,,,,,,,,,10,2,2,2,4,
,,,,,,,,,12,,,,,,11,11,11,11,11
,1,1,1,1,6,6,6,6,,3,3,3,3,10,2,2,2,4,
1,2,2,1,1,6,2,2,6,3,3,2,2,3,,,2,2,4,
,1,1,1,1,6,6,6,6,,3,3,3,3,10,11,11,11,11,11
