1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,1,7,,
,6,6,6,6,6,6,6,6,6,6,2,2,2,,1,1,7,,
10,6,6,6,6,6,6,6,6,6,6,2,2,2,,1,1,,5,4
,6,6,6,6,6,6,6,6,6,6,2,2,2,,1,1,,5,4
,,,3,3,3,3,3,3,3,3,3,3,,3,2,2,2,5,4
,,3,2,2,2,2,2,2,2,2,2,2,,11,11,11,11,5,4
10,6,,3,3,3,3,3,3,3,3,3,3,,3,2,2,2,5,4
,6,,,1,1,1,1,1,1,1,1,1,1,11,11,11,11,5,4
,6,10,1,2,1,1,1,1,1,1,1,1,1,3,3,2,2,5,4
,6,,,1,1,1,1,1,1,1,1,1,1,3,3,2,2,5,4
10,6,,3,3,3,3,3,3,3,3,3,3,,3,2,2,2,5,4
,,3,2,2,2,2,2,2,2,2,2,2,,11,11,11,11,5,4
,,,3,3,3,3,3,3,3,3,3,3,,3,2,2,2,5,4
,6,6,6,6,6,6,6,6,6,6,2,2,2,,,,,5,4
10,6,6,6,6,6,6,6,6,6,6,2,2,2,,1,1,,5,4
,6,6,6,6,6,6,6,6,6,6,2,2,2,,1,1,,5,4
,,,,,,,,,,,,,,,1,1,,5,4
11,,11,,11,,11,,11,,11,,11,,11,1,1,7,,
,11,,11,,11,,11,,11,,11,,11,,1,1,7,,
11,,11,,11,,11,,11,,11,,11,,11,1,1,7,,
