1,,,,,,,,,,,,,,
1,1,1,1,46,46,4,4,2,2,47,12,,11,11
1,1,1,1,46,46,4,4,2,2,47,12,,11,11
1,1,1,1,46,46,4,4,2,2,47,12,,11,11
1,1,1,1,46,46,4,4,2,2,47,12,,11,11
1,1,1,1,46,46,4,4,2,2,47,12,,11,11
1,1,1,1,46,46,4,4,2,2,47,12,12,11,11
1,1,1,1,46,46,4,4,2,2,47,12,12,11,11
1,1,1,1,46,46,4,4,2,2,47,12,12,11,11
1,1,1,1,46,46,4,4,2,2,47,12,12,11,11
1,1,1,1,46,46,4,4,2,2,47,12,12,11,11
3,3,3,3,46,46,5,5,2,2,47,12,12,11,11
3,3,3,3,46,46,5,5,2,2,47,12,12,11,11
3,3,3,3,46,46,5,5,2,2,47,12,12,11,11
3,3,3,3,46,46,5,5,2,2,47,12,12,11,11
3,3,3,3,46,46,5,5,2,2,47,12,12,11,11
3,3,3,3,46,46,5,5,2,2,47,12,,11,11
3,3,3,3,46,46,5,5,2,2,47,12,,11,11
3,3,3,3,46,46,5,5,2,2,47,12,,11,11
3,3,3,3,46,46,5,5,2,2,47,12,,11,11
3,3,3,3,46,46,5,5,2,2,47,12,,11,11
